Name,Price,Normal Price,Link
"(Refurbished) Lenovo Thinkpad T14 Gen 1 10th Gen Intel Core i7 Thin & Light FHD Touchscreen Laptop (32 GB DDR4 RAM|512 GB SSD|14"" FHD Touchscreen|Windows 11 Pro|MS Office|2 GB DDR5 Nvidia Graphics)","34,999","₹1,49,999",https:amazon.in//Refurbished-Lenovo-Thinkpad-Touchscreen-Graphics/dp/B0DRW795ZV/ref=sr_1_79?dib=eyJ2IjoiMSJ9.rtKe-BXgdGyAOn21VORTBMrpx9ISC4bTHEl_eJrm-kpNXb3Wjj6exTzUqRHg9QCvmyy6va6wLQ-rpjdoCDbaYUeIQmcBsacIcqO1L1bE36yCvY_B0qHSVYLr2grfoaYpIIZ8mnwXzkucEPHT0Eoo-qqgbq5EWJv41wX2Wp8Y18qy6TJ9Mti_FvsONxFM2WcDboj5DDB_SUH5ckvFrCQRWGgsDZiNMEeUUInlgXURqjuzuw2n8H_qS5wlXVJzPRD9YXEjzYn6jGdA1sQwZ3sdJ8vLdP5q0vU3ZAd2cp2L8AGDsr-gG61g9GsK2x6Sam6cBCMDeDS4AeXq9dfPwAZzh54S_txE_MnXOH0ZYJotWcs.83H7iM2yDBnDyLssTQu1Tw46-SFHjDPFBmVaFjnmi_o&dib_tag=se&keywords=laptops&qid=1736962277&s=computers&sr=1-79&xpid=9x5mw5HGXik4p
(Refurbished) Lenovo ThinkPad T480 Intel Core i7 8th Gen 14-inch Full HD Thin and Light Laptop (16GB RAM/ 512 GB SSD/ Windows 10 Pro/ Black/ 1.58 kg),"18,499","₹59,999",https:amazon.in//Refurbished-Lenovo-ThinkPad-T480-14-inch/dp/B0DHS74JJN/ref=sr_1_80?dib=eyJ2IjoiMSJ9.rtKe-BXgdGyAOn21VORTBMrpx9ISC4bTHEl_eJrm-kpNXb3Wjj6exTzUqRHg9QCvmyy6va6wLQ-rpjdoCDbaYUeIQmcBsacIcqO1L1bE36yCvY_B0qHSVYLr2grfoaYpIIZ8mnwXzkucEPHT0Eoo-qqgbq5EWJv41wX2Wp8Y18qy6TJ9Mti_FvsONxFM2WcDboj5DDB_SUH5ckvFrCQRWGgsDZiNMEeUUInlgXURqjuzuw2n8H_qS5wlXVJzPRD9YXEjzYn6jGdA1sQwZ3sdJ8vLdP5q0vU3ZAd2cp2L8AGDsr-gG61g9GsK2x6Sam6cBCMDeDS4AeXq9dfPwAZzh54S_txE_MnXOH0ZYJotWcs.83H7iM2yDBnDyLssTQu1Tw46-SFHjDPFBmVaFjnmi_o&dib_tag=se&keywords=laptops&qid=1736962277&s=computers&sr=1-80&xpid=9x5mw5HGXik4p
"ASUS TUF Gaming, 14"" FHD, 165Hz 400 nits, AMD Ryzen AI 9 HX 370 Processor 2.0GHz, Gaming Laptop (32GB RAM/2TB SSD/NVIDIA GeForce RTX 4060/Windows 11/Office 2021//Jaeger Gray/1.46 Kg), FA401WV-RG037WS","1,64,990","₹2,03,990",https:amazon.in//ASUS-Processor-GeForce-Windows-FA401WV-RG037WS/dp/B0DBLMYJJ6/ref=sr_1_81?dib=eyJ2IjoiMSJ9.rtKe-BXgdGyAOn21VORTBMrpx9ISC4bTHEl_eJrm-kpNXb3Wjj6exTzUqRHg9QCvmyy6va6wLQ-rpjdoCDbaYUeIQmcBsacIcqO1L1bE36yCvY_B0qHSVYLr2grfoaYpIIZ8mnwXzkucEPHT0Eoo-qqgbq5EWJv41wX2Wp8Y18qy6TJ9Mti_FvsONxFM2WcDboj5DDB_SUH5ckvFrCQRWGgsDZiNMEeUUInlgXURqjuzuw2n8H_qS5wlXVJzPRD9YXEjzYn6jGdA1sQwZ3sdJ8vLdP5q0vU3ZAd2cp2L8AGDsr-gG61g9GsK2x6Sam6cBCMDeDS4AeXq9dfPwAZzh54S_txE_MnXOH0ZYJotWcs.83H7iM2yDBnDyLssTQu1Tw46-SFHjDPFBmVaFjnmi_o&dib_tag=se&keywords=laptops&qid=1736962277&s=computers&sr=1-81&xpid=9x5mw5HGXik4p
"Dell Inspiron 5630 13th Gen Laptop, Intel Core i5-1340P Processor/16Gb LPDDR5/512GB /16.0"" (40.64cm) FHD+ WVA AG 250 nits/Backlit KB + FPR/Windows 11+ MSO'21/McAfee 15 Months/Platinum Silver/1.85kg","63,980","₹90,999",https:amazon.in//Dell-Inspiron-i5-1340P-Processor-Platinum/dp/B0DRYNSN7G/ref=sr_1_97?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-97&xpid=9x5mw5HGXik4p
"(Refurbished) Lenovo Thinkpad Laptop T480 Intel Core i7 8th Generation - 8550u Processor 16 GB Ram & 512 GB SSD, 14 Inches Notebook Computer","19,199","₹59,999",https:amazon.in//Refurbished-Lenovo-Thinkpad-Laptop-Generation/dp/B0CXXBW47R/ref=sr_1_106?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-106&xpid=9x5mw5HGXik4p
"Lenovo LOQ 2024 AMD Ryzen 5 7235HS 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (24GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB Graphics/100% sRGB/Office 21/1Yr ADP Free/Grey/2.4Kg), 83JC0078IN","60,990","₹82,690",https:amazon.in//Lenovo-7235HS-300Nits-Graphics-83JC0078IN/dp/B0D7VN9PGX/ref=sr_1_107?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-107&xpid=9x5mw5HGXik4p
"ASUS Vivobook 15, Intel Core i3-1215U, 15.6"" FHD 16:9 60Hz 250nits, (8GB RAM/512GB SSD/Intel UHD Graphics/Win 11 Home/Office 2021/Backlit/42WHr Battery/Cool Silver/1.7 Kg), X1504ZA-NJ320WS","31,990","₹54,990",https:amazon.in//ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS/dp/B0CCP9PH92/ref=sr_1_108?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-108&xpid=9x5mw5HGXik4p
"(Refurbished)
                                        HP EliteBook 820 G4 7th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4
                                        RAM|256 GB SSD|12.5"" (31.8 cm) HD|Windows 11|MS Office|WiFi|Webcam|Intel HD
                                        Graphics)",,,https:amazon.in//Refurbished-HP-EliteBook-Windows-Graphics/dp/B0DKT4SRBV/ref=sr_1_109?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-109&xpid=9x5mw5HGXik4p
"Dell Gaming G15-5530 Laptop, Intel 13th Gen i9-13900HX Processor, 16GB DDR5 + 1TB SSD, NVIDIA RTX 4060 8 GB GDDR6, 15.6"" (39.62cm) FHD 165Hz 100% sRGB, 4-Zone RGB Backlit KB, Dark Shadow Gray, 2.65 Kg","1,41,490","₹1,82,865",https:amazon.in//Dell-G15-5530-i9-13900HX-Processor-39-62cm/dp/B0D83BJKNZ/ref=sr_1_110?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-110&xpid=9x5mw5HGXik4p
"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (8GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office","35,790","₹45,999",https:amazon.in//Lenovo-V14-Intel-Core-1235U/dp/B0DJCNK3MG/ref=sr_1_111?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-111&xpid=9x5mw5HGXik4p
"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, 4GB AMD Radeon RX 6500M graphics, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 8GB DDR4, 512GB SSD, Backlit KB, B&O, Dual speakers (MSO, Silver, 2.37 kg), fb0108AX","54,530","₹69,072",https:amazon.in//HP-Diagonal-RadeonTM-Graphics-15-fb0108AX/dp/B0BXB4712P/ref=sr_1_112?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-112&xpid=9x5mw5HGXik4p
"HP Victus, 13th Gen Intel Core i7-13620H, 6GB NVIDIA RTX 4050, 16GB DDR6, 1TB SSD (Win11, Office21, Silver, 2.3kg) 144Hz, IPS, 15.6-inch(39.6cm) Flicker-Free Gaming Laptop, Enhanced Cooling, fa1332TX","89,990","₹1,18,668",https:amazon.in//HP-I7-13620H-15-6-Inch-Response-Fa1332Tx/dp/B0D2DHNKFB/ref=sr_1_113?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-113&xpid=9x5mw5HGXik4p
"HP 15s Core i5 12th Gen (8GB RAM, 512GB SSD/FHD/Windows 11/MS Office'21/Backlit Keyboard/15.6"" (39.6cm)/Silver/1.69 kg) fr5010TU Laptop","42,110","₹68,223",https:amazon.in//HP-15-6-inch-Anti-Glare-Graphics-15s-fr5010TU/dp/B0CRF1BYX9/ref=sr_1_114?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-114&xpid=9x5mw5HGXik4p
"Lenovo Thinkbook 16 AMD Ryzen 7 16"" WUXGA IPS Antiglare 300 NITS Thin and Light Laptop (16GB Ram/512GB SSD/Windows 11 Home/Fpr/Office 2021/Arctic Grey/1 Year Onsite/1.7 Kg), 21KKA0G1IN","54,990","₹89,640",https:amazon.in//Lenovo-Thinkbook-Antiglare-Windows-21KKA0G1IN/dp/B0DFHHFLRJ/ref=sr_1_115?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-115&xpid=9x5mw5HGXik4p
"(Refurbished) FUTOPIA ULTIMUS Pro, Celeron N4020, 1.10 GHz 8 GB DDR4 RAM/256 GB Upto 1TB Expendable, 14.1-inch (35.8 cm) HD Display Win 11 Home 1.33 Kg Thin & Light Matt Black NU14U3INC54BN-MB","9,880","₹16,490",https:amazon.in//Refurbished-FUTOPIA-Expendable-14-1-inch-NU14U3INC54BN-MB/dp/B0D66LWNS5/ref=sr_1_98?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-98&xpid=9x5mw5HGXik4p
"(Renewed) DELL Latitude 5490 Core i5 8th Gen Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim","18,699","₹59,999",https:amazon.in//Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BD4BN7B6/ref=sr_1_116?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-116&xpid=9x5mw5HGXik4p
"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN","22,490","₹59,000",https:amazon.in//Lenovo-Celeron-1920x1080-Antiglare-82QYA00MIN/dp/B0C28FKJXG/ref=sr_1_117?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-117&xpid=9x5mw5HGXik4p
"Lenovo IdeaPad Slim 5 Ryzen 7 7730U (16GB RAM/1TB SSD/Windows 11/MS Office 2021/WUXGA OLED/14 (35.5cm)/Backlit KB/Alexa/3 Month Game Pass/Grey/1.46Kg), 82XE007EIN Laptop","63,990","₹93,690",https:amazon.in//Lenovo-Ideapad-35-5Cm-Backlit-82Xe007Ein/dp/B0D1KF34VD/ref=sr_1_118?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-118&xpid=9x5mw5HGXik4p
"HP 15s Intel Core i5 12th Gen (16GB DDR4 RAM/ 512 GB NVMe M.2 SSD/Windows 11 / MS Office'2021 / FHD 15.6"" (39.6 cm) + Backlit Keyboard/Silver / 1.69 kg/Dual Speakers) fq5330TU / Laptop","48,870","₹68,223",https:amazon.in//HP-Windows-Backlit-Keyboard-fq5330TU/dp/B0CTKHTNWL/ref=sr_1_119?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-119&xpid=9x5mw5HGXik4p
"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 Kg), E1504FA-NJ541WS","40,990","₹70,990",https:amazon.in//ASUS-Vivobook-Integrated-Graphics-E1504FA-NJ541WS/dp/B0BQSH511C/ref=sr_1_120?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-120&xpid=9x5mw5HGXik4p
"HP Victus, 13th Gen Intel Core i7-13620H, 8GB NVIDIA RTX 4060, 16GB DDR4, 1TB SSD (Win11, Office21, Silver, 2.29kg), 144Hz, 9MS, IPS, 15.6-inch(39.6cm), FHD Gaming Laptop, Enhanced Cooling, fa1333TX","93,990","₹1,26,579",https:amazon.in//HP-i7-13620H-15-6-inch-Response-15-fa1333TX/dp/B0D7H15S9Z/ref=sr_1_99?dib=eyJ2IjoiMSJ9.jcd4nkXaCoyCIdUY8qNXxfjUZii4-oquf6QbLorGtat6hYrVhovLKo3f0nmODxbE9YtqYezCT_5qjFBdqWZOpVqyF3_PE9WLCC7oNht8f-NaYrvgmgdPkKH49VjC0QT4AQ07HiJ-DfwKWyK4GrKq4S-MS5mfXqM1kWXxAP8HnE6sagr0qReSTHcIMio1PKnyUSPKIDLigR9jrhTiK-GFI7byyDGaVSHZw2emPedyApksBNA0ypOiJXaUYSR1D3clWw4N9nzrOiklEJtiISk08kzGHhRK45BdgDZEJEmmyneUf4vbZBUSYuJVJNfbs29Du8phl_T3f16aALsF71d-tD4xnDdYsqoY45vc_19oPVw.PeLyd6Y4IqsvX9SSX0X5ZO0wiyScdPMMzHWCTYQFAYU&dib_tag=se&keywords=laptops&qid=1736962290&s=computers&sr=1-99&xpid=9x5mw5HGXik4p
